"X","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
4575950,2008,8,18,1,1859,1835,2034,2017,"EV",4792,"N379CA",95,102,72,17,24,"ATL","CAK",528,2,21,0,"N",0,17,0,0,0,0
6853377,2008,12,26,5,935,927,1203,1122,"NW",211,"N507US",328,295,282,41,8,"DTW","SEA",1927,6,40,0,"N",0,0,0,41,0,0
2557787,2008,5,1,4,1835,1614,1951,1723,"OO",6063,"N941SW",76,69,52,148,141,"RAP","DEN",301,10,14,0,"N",0,0,0,7,0,141
4590615,2008,8,1,5,2053,2030,2143,2124,"FL",32,"N149AT",110,114,89,19,23,"ATL","MDW",590,7,14,0,"N",0,19,0,0,0,0
729842,2008,2,5,2,1237,936,1335,1043,"YV",7120,"N154SF",58,67,34,172,181,"CID","ORD",196,16,8,0,"N",0,0,0,0,0,172
832417,2008,2,17,7,1917,1810,2150,2100,"UA",730,"N922UA",93,110,81,50,67,"ORD","BWI",622,2,10,0,"N",0,50,0,0,0,0
3043494,2008,6,17,2,1820,1740,1940,1905,"WN",2618,"N432WN",140,145,121,35,40,"DEN","LAX",862,8,11,0,"N",0,0,0,0,0,35
6556382,2008,12,30,2,1300,1030,1656,1419,"XE",2034,"N11119",176,169,126,157,150,"MCI","EWR",1092,12,38,0,"N",0,0,0,157,0,0
1765991,2008,3,31,1,2335,2135,105,2302,"CO",1704,"N14336",90,87,58,123,120,"IAH","OKC",395,6,26,0,"N",0,0,0,3,0,120
6742822,2008,12,18,4,2109,2050,2310,2248,"DL",1131,"N396DA",241,238,226,22,19,"CVG","SLC",1449,4,11,0,"N",0,17,0,3,0,2
6287668,2008,11,21,5,1353,1325,1437,1410,"MQ",3539,"N942MQ",44,45,30,27,28,"DFW","GRK",134,5,9,0,"N",0,27,0,0,0,0
575446,2008,1,5,6,1348,1315,1545,1511,"CO",749,"N69351",177,176,142,34,33,"FLL","IAH",965,5,30,0,"N",0,33,0,1,0,0
5405592,2008,10,9,4,2030,2020,2250,2255,"WN",371,"N768SW",260,275,243,-5,10,"MDW","LAX",1750,7,10,0,"N",0,NA,NA,NA,NA,NA
572619,2008,1,27,7,1433,1357,1816,1707,"CO",1500,"N13113",223,190,174,69,36,"FLL","EWR",1065,14,35,0,"N",0,0,0,33,0,36
1769930,2008,3,1,6,1741,1712,2038,2028,"DL",971,"N6703D",297,316,276,10,29,"EWR","SLC",1968,9,12,0,"N",0,NA,NA,NA,NA,NA
1056035,2008,2,8,5,1105,835,1920,1640,"AA",268,"N5DWAA",315,305,281,160,150,"SEA","JFK",2421,13,21,0,"N",0,150,0,10,0,0
29189,2008,1,12,6,1009,1000,1053,1050,"WN",89,"N370SW",44,50,33,3,9,"BNA","BHM",177,3,8,0,"N",0,NA,NA,NA,NA,NA
3753506,2008,7,22,2,2210,2020,2315,2122,"YV",2626,"N930LR",65,62,31,113,110,"CLT","MYR",156,8,26,0,"N",0,0,113,0,0,0
3789451,2008,7,6,7,1422,1412,1555,1554,"OO",5938,"N928SW",93,102,73,1,10,"BNA","ORD",409,7,13,0,"N",0,NA,NA,NA,NA,NA
4616083,2008,8,29,5,1415,1409,1452,1448,"HA",152,"N476HA",37,39,21,4,6,"HNL","OGG",100,6,10,0,"N",0,NA,NA,NA,NA,NA
3053132,2008,6,19,4,1848,1825,2007,1940,"WN",248,"N707SA",79,75,60,27,23,"TUS","LAS",365,7,12,0,"N",0,0,0,4,0,23
1841892,2008,4,18,5,1832,1810,2137,2115,"WN",1078,"N347SW",185,185,167,22,22,"MHT","MCO",1142,9,9,0,"N",0,0,22,0,0,0
2291139,2008,4,8,2,1235,1220,1506,1445,"AA",1407,"N592AA",271,265,251,21,15,"ORD","LAX",1745,6,14,0,"N",0,15,0,6,0,0
3294067,2008,6,1,7,958,930,1034,1020,"WN",890,"N454WN",96,110,86,14,28,"HOU","ELP",677,3,7,0,"N",0,NA,NA,NA,NA,NA
256836,2008,1,1,2,1603,1540,1727,1717,"US",1445,"N709UW",84,97,64,10,23,"LGA","PIT",335,3,17,0,"N",0,NA,NA,NA,NA,NA
1116566,2008,2,26,2,1555,1537,1628,1605,"AS",64,"N765AS",33,28,21,23,18,"PSG","WRG",31,5,7,0,"N",0,0,0,5,0,18
6848261,2008,12,12,5,1553,1545,1815,1735,"MQ",4703,"N846MQ",142,110,88,40,8,"JFK","RDU",426,4,50,0,"N",0,0,0,32,0,8
4990297,2008,9,23,2,1710,1700,1852,1849,"OH",6881,"N941CA",102,109,85,3,10,"SYR","CVG",527,2,15,0,"N",0,NA,NA,NA,NA,NA
4127967,2008,7,16,3,1146,1050,1308,1220,"AA",1439,"N446AA",82,90,64,48,56,"MCI","DFW",460,10,8,0,"N",0,35,0,0,0,13
1831112,2008,4,15,2,1001,955,1202,1205,"WN",2013,"N324SW",121,130,108,-3,6,"MCO","BWI",787,3,10,0,"N",0,NA,NA,NA,NA,NA
1547113,2008,3,19,3,921,915,1135,1123,"FL",703,"N261AT",134,128,119,12,6,"DAY","MCO",808,7,8,0,"N",0,NA,NA,NA,NA,NA
650463,2008,2,16,6,1655,1615,1804,1735,"WN",508,"N670SW",69,80,57,29,40,"MCI","MDW",405,3,9,0,"N",0,0,0,0,0,29
1199208,2008,3,10,1,1828,1810,2037,2030,"WN",553,"N324SW",69,80,57,7,18,"LAS","SLC",368,3,9,0,"N",0,NA,NA,NA,NA,NA
3411737,2008,6,3,2,2044,1955,2055,2010,"MQ",4458,"N692AE",71,75,49,45,49,"DTW","ORD",235,5,17,0,"N",0,0,0,37,0,8
4662385,2008,8,10,7,2219,2050,2353,2240,"MQ",4879,"N721HS",94,110,78,73,89,"LGA","CMH",478,4,12,0,"N",0,0,0,6,0,67
373973,2008,1,31,4,2240,2130,19,2315,"FL",507,"N960AT",99,105,83,64,70,"ATL","MIA",595,4,12,0,"N",0,0,0,0,0,64
4396743,2008,8,18,1,1902,1840,2031,2013,"OH",5352,"N785CA",89,93,71,18,22,"CLT","CVG",335,5,13,0,"N",0,0,18,0,0,0
2789363,2008,5,27,2,1338,1330,1512,1525,"MQ",3951,"N933JN",94,115,78,-13,8,"LIT","ORD",552,6,10,0,"N",0,NA,NA,NA,NA,NA
515497,2008,1,7,1,1833,1720,2134,1840,"AA",1733,"N4WLAA",241,140,113,174,73,"DCA","ORD",612,12,116,0,"N",0,0,0,174,0,0
1078879,2008,2,2,6,1646,1640,2007,2000,"AA",1299,"N5EUAA",141,140,127,7,6,"MIA","SJU",1045,5,9,0,"N",0,NA,NA,NA,NA,NA
2873778,2008,5,5,1,1705,1555,1818,1700,"AA",440,"N4XLAA",73,65,50,78,70,"SAT","DFW",247,11,12,0,"N",0,0,0,8,0,70
160435,2008,1,17,4,1805,1747,2108,2015,"OH",5257,"N933CA",183,148,122,53,18,"EWR","CVG",569,2,59,0,"N",0,0,0,53,0,0
923242,2008,2,26,2,1005,959,1115,1119,"EV",4618,"N844AS",70,80,46,-4,6,"ATL","GSO",306,4,20,0,"N",0,NA,NA,NA,NA,NA
5858022,2008,10,16,4,1910,1850,2128,2110,"AA",1593,"N4YJAA",258,260,233,18,20,"STL","SFO",1736,11,14,0,"N",0,4,0,0,0,14
6612152,2008,12,21,7,1740,1700,2040,1915,"OH",6617,"N678CA",240,195,124,85,40,"JFK","ORD",740,61,55,0,"N",0,40,0,45,0,0
5375986,2008,9,8,1,2254,2012,2304,2020,"DL",1529,"N390DA",70,68,38,164,162,"ATL","BNA",214,7,25,0,"N",0,0,162,2,0,0
4180687,2008,7,30,3,1836,1730,2059,1916,"B6",1108,"N247JB",143,106,69,103,66,"RDU","JFK",426,6,68,0,"N",0,0,0,103,0,0
4578862,2008,8,1,5,1234,1203,1435,1410,"EV",4890,"N907EV",121,127,104,25,31,"GRR","ATL",640,7,10,0,"N",0,12,0,0,0,13
3060603,2008,6,22,7,1531,1255,1716,1445,"WN",201,"N333SW",105,110,93,151,156,"JAX","BWI",663,4,8,0,"N",0,0,0,80,0,71
4630087,2008,8,7,4,1526,1520,1648,1645,"MQ",3509,"N635AE",82,85,65,3,6,"DFW","JAN",408,2,15,0,"N",0,NA,NA,NA,NA,NA
6217401,2008,11,25,2,1711,1645,1917,1843,"DL",1160,"N3736C",306,298,291,34,26,"CVG","SFO",2036,6,9,0,"N",0,0,0,8,0,26
4201598,2008,7,27,7,1444,1116,1940,1630,"CO",251,"N14639",236,254,194,190,208,"AUS","EWR",1504,21,21,0,"N",0,0,0,190,0,0
4420164,2008,8,10,7,1545,1532,1735,1725,"OO",5946,"N983SW",110,113,85,10,13,"ORD","ICT",588,6,19,0,"N",0,NA,NA,NA,NA,NA
951718,2008,2,20,3,1517,1501,1634,1625,"FL",292,"N316AT",77,84,58,9,16,"ATL","MCO",403,8,11,0,"N",0,NA,NA,NA,NA,NA
4325808,2008,8,30,6,1017,1005,1259,1255,"WN",2283,"N465WN",162,170,148,4,12,"SEA","PHX",1107,3,11,0,"N",0,NA,NA,NA,NA,NA
5454740,2008,10,24,5,2057,2020,2345,2305,"WN",595,"N395SW",108,105,84,40,37,"MDW","BWI",611,4,20,0,"N",0,0,0,3,0,37
6554522,2008,12,31,3,1201,1135,1425,1400,"WN",3557,"N551WN",264,265,253,25,26,"MDW","RNO",1680,4,7,0,"N",0,16,0,0,0,9
444362,2008,1,19,6,1149,900,1419,1107,"NW",1185,"N600TR",150,127,124,192,169,"BDL","DTW",548,13,13,0,"N",0,169,0,23,0,0
2761762,2008,5,30,5,2122,2115,2243,2239,"FL",131,"N923AT",81,84,63,4,7,"ATL","TPA",406,5,13,0,"N",0,NA,NA,NA,NA,NA
3754956,2008,7,24,4,2248,2215,105,8,"YV",2644,"N932LR",137,113,84,57,33,"CLT","EWR",529,10,43,0,"N",0,0,0,57,0,0
2507956,2008,5,2,5,1314,1305,1523,1515,"XE",2059,"N12126",189,190,162,8,9,"EWR","OMA",1133,4,23,0,"N",0,NA,NA,NA,NA,NA
1529404,2008,3,17,1,1059,1010,1242,1137,"F9",413,"N904FR",163,147,111,65,49,"DEN","LAX",862,7,45,0,"N",0,13,0,21,0,31
4731596,2008,8,19,2,1606,1400,1709,1505,"AA",1009,"N543AA",123,125,100,124,126,"SDF","DFW",733,8,15,0,"N",0,0,0,0,0,124
74442,2008,1,25,5,1221,1215,1334,1325,"WN",2967,"N201LV",73,70,59,9,6,"SMF","BUR",358,2,12,0,"N",0,NA,NA,NA,NA,NA
2193320,2008,4,28,1,1448,1420,1608,1535,"MQ",4244,"N811AE",80,75,66,33,28,"DSM","ORD",299,7,7,0,"N",0,0,0,33,0,0
1672417,2008,3,21,5,1857,1825,2203,2145,"AA",678,"N418AA",126,140,108,18,32,"LAX","DEN",862,5,13,0,"N",0,11,0,0,0,7
797109,2008,2,21,4,1730,1710,1826,1758,"OO",5418,"N232SW",56,48,24,28,20,"SAN","LAX",109,17,15,0,"N",0,28,0,0,0,0
386678,2008,1,28,1,1444,1425,1652,1635,"MQ",3360,"N518AE",188,190,163,17,19,"PIT","DFW",1068,17,8,0,"N",0,0,0,0,0,17
3330462,2008,6,6,5,2221,2121,2316,2219,"EV",4658,"N835AS",115,118,95,57,60,"ATL","MLI",633,5,15,0,"N",0,57,0,0,0,0
245771,2008,1,5,6,2117,2110,643,651,"UA",1052,"N671UA",386,401,363,-8,7,"KOA","DEN",3329,8,15,0,"N",0,NA,NA,NA,NA,NA
4336755,2008,8,7,4,2141,2045,2239,2148,"XE",2947,"N13913",118,123,92,51,56,"CLE","DSM",612,4,22,0,"N",0,0,6,0,0,45
1235564,2008,3,21,5,1736,1730,1813,1800,"WN",2187,"N362SW",97,90,79,13,6,"CLE","BNA",448,6,12,0,"N",0,NA,NA,NA,NA,NA
5983600,2008,11,16,7,1843,1730,1940,1830,"WN",46,"N685SW",57,60,43,70,73,"HOU","DAL",239,5,9,0,"N",0,0,0,0,0,70
5573739,2008,10,9,4,2008,1956,2059,2051,"OO",6469,"N712SK",111,115,95,8,12,"SLC","LAX",590,6,10,0,"N",0,NA,NA,NA,NA,NA
642329,2008,2,13,3,711,705,1028,1020,"WN",211,"N639SW",137,135,124,8,6,"STL","TPA",869,4,9,0,"N",0,NA,NA,NA,NA,NA
380097,2008,1,26,6,1305,1255,1405,1344,"MQ",3043,"N317AE",60,49,29,21,10,"LAX","SBA",89,3,28,0,"N",0,0,0,11,0,10
3451253,2008,6,13,5,1344,1234,1559,1418,"NW",1769,"N9346",135,104,90,101,70,"PHL","DTW",453,11,34,0,"N",0,33,0,31,0,37
954230,2008,2,23,6,2108,1859,2345,2137,"FL",668,"N938AT",157,158,142,128,129,"HPN","MCO",972,5,10,0,"N",0,0,0,0,0,128
3066951,2008,6,24,2,1654,1555,1756,1700,"WN",30,"N655WN",62,65,52,56,59,"DAL","MAF",319,2,8,0,"N",0,0,7,0,0,49
4876086,2008,9,12,5,834,750,916,830,"WN",2191,"N273WN",102,100,88,46,44,"MCO","MSY",550,5,9,0,"N",0,0,44,2,0,0
3339906,2008,6,4,3,1120,1110,1231,1218,"F9",2215,"N930FR",131,128,112,13,10,"AUS","DEN",775,7,12,0,"N",0,NA,NA,NA,NA,NA
4680204,2008,8,25,1,1545,1510,1625,1604,"NW",861,"N515US",100,114,82,21,35,"DTW","MSP",528,3,15,0,"N",0,21,0,0,0,0
6894346,2008,12,28,7,1321,1300,1335,1327,"9E",5829,"96029E",74,87,49,8,21,"CVG","ORD",264,8,17,0,"N",0,NA,NA,NA,NA,NA
3576957,2008,6,9,1,1859,1705,2201,2002,"CO",319,"N19117",182,177,138,119,114,"TPA","EWR",998,18,26,0,"N",0,0,114,5,0,0
114258,2008,1,23,3,1338,1315,1514,1447,"XE",3126,"N13992",96,92,59,27,23,"EWR","PIT",319,8,29,0,"N",0,0,0,4,0,23
4469079,2008,8,4,1,1913,1840,46,5,"UA",456,"N823UA",213,205,184,41,33,"SFO","DFW",1464,6,23,0,"N",0,8,0,8,0,25
459020,2008,1,19,6,1957,1928,2125,2059,"9E",2978,"80009E",148,151,117,26,29,"DTW","JAN",777,7,24,0,"N",0,0,0,0,0,26
3651018,2008,7,17,4,2009,1935,2241,2215,"WN",2202,"N612SW",92,100,82,26,34,"ABQ","DAL",580,4,6,0,"N",0,0,0,0,0,26
613051,2008,2,5,2,1139,1055,1403,1335,"WN",1453,"N292WN",264,280,250,28,44,"BNA","LAX",1797,6,8,0,"N",0,4,0,0,0,24
637879,2008,2,12,2,1431,1355,1658,1635,"WN",1138,"N249WN",147,160,130,23,36,"PBI","ISP",1052,6,11,0,"N",0,4,0,0,0,19
5294685,2008,9,12,5,1722,1645,2118,2040,"AA",1272,"N493AA",176,175,148,38,37,"DFW","DCA",1192,4,24,0,"N",0,26,0,1,0,11
3977999,2008,7,12,6,1639,1629,1830,1828,"FL",144,"N967AT",111,119,89,2,10,"ATL","DTW",594,5,17,0,"N",0,NA,NA,NA,NA,NA
2615917,2008,5,13,2,1622,1605,2204,2203,"UA",354,"N855UA",222,238,204,1,17,"DEN","BOS",1754,7,11,0,"N",0,NA,NA,NA,NA,NA
1289006,2008,3,25,2,1910,1740,2036,1932,"XE",2296,"N11150",86,112,67,64,90,"PWM","EWR",284,9,10,0,"N",0,0,0,3,0,61
425042,2008,1,11,5,1943,1855,2336,2225,"NW",198,"N314NB",173,150,122,71,48,"MSP","EWR",1008,5,46,0,"N",0,0,0,23,0,48
1218561,2008,3,16,7,1640,1620,1741,1730,"WN",36,"N671SW",61,70,53,11,20,"DAL","MAF",319,2,6,0,"N",0,NA,NA,NA,NA,NA
2471303,2008,5,28,3,1341,1325,1421,1415,"WN",21,"N738CB",40,50,30,6,16,"HOU","CRP",187,3,7,0,"N",0,NA,NA,NA,NA,NA
6389170,2008,11,30,7,2116,2040,2249,2220,"AA",1736,"N5EFAA",153,160,137,29,36,"SJU","MIA",1045,7,9,0,"N",0,0,0,0,0,29
1943474,2008,4,9,3,1722,1710,1853,1843,"OH",5667,"N658CA",91,93,74,10,12,"RIC","CVG",413,3,14,0,"N",0,NA,NA,NA,NA,NA
3010197,2008,6,7,6,1539,1520,1703,1645,"WN",1797,"N706SW",84,85,66,18,19,"DEN","SLC",391,6,12,0,"N",0,3,0,0,0,15
6709942,2008,12,14,7,1417,1259,2045,1925,"US",259,"N640AW",268,266,255,80,78,"PHX","PHL",2075,3,10,0,"N",0,35,0,2,0,43
331537,2008,1,18,5,1341,1315,1503,1458,"EV",4426,"N720EV",82,103,65,5,26,"ATL","PHF",508,3,14,0,"N",0,NA,NA,NA,NA,NA
4961390,2008,9,4,4,1707,1415,1835,1519,"YV",7171,"N75991",148,124,109,196,172,"ABE","ORD",654,10,29,0,"N",0,0,0,24,0,172
6453239,2008,11,5,3,2135,2040,18,14,"DL",85,"N37700",343,394,313,4,55,"JFK","LAX",2475,16,14,0,"N",0,NA,NA,NA,NA,NA
4200179,2008,7,20,7,1444,1425,1804,1755,"CO",498,"N17229",140,150,117,9,19,"DEN","IAH",861,10,13,0,"N",0,NA,NA,NA,NA,NA
3962111,2008,7,7,1,1016,955,1301,1231,"F9",774,"N934FR",105,96,70,30,21,"DEN","MCI",533,5,30,0,"N",0,12,0,18,0,0
2689082,2008,5,2,5,1159,1105,1312,1220,"WN",130,"N484WN",73,75,57,52,54,"MCI","MDW",405,6,10,0,"N",0,0,0,52,0,0
3342053,2008,6,12,4,45,35,650,620,"F9",514,"N901FR",245,225,212,30,10,"DEN","LGA",1619,22,11,0,"N",0,0,0,30,0,0
3957234,2008,7,31,4,2332,2230,20,2256,"EV",4866,"N838AS",108,86,64,84,62,"ATL","BTR",449,4,40,0,"N",0,0,62,22,0,0
6932493,2008,12,20,6,1649,1630,1936,1905,"AA",1783,"N477AA",227,215,205,31,19,"IAD","DFW",1172,8,14,0,"N",0,0,19,12,0,0
1920625,2008,4,4,5,1915,1650,1955,1720,"YV",7070,"N17175",100,90,67,155,145,"CAK","ORD",344,17,16,0,"N",0,0,0,10,0,145
5954705,2008,11,7,5,1735,1710,1827,1810,"WN",2005,"N612SW",52,60,37,17,25,"FLL","TPA",197,4,11,0,"N",0,6,0,0,0,11
5747772,2008,10,21,2,1844,1800,2158,2135,"MQ",3531,"N515MQ",134,155,115,23,44,"DFW","CLE",1021,3,16,0,"N",0,23,0,0,0,0
3352832,2008,6,7,6,1827,1812,NA,2024,"FL",877,"N947AT",NA,132,NA,NA,15,"TPA","BWI",842,NA,12,0,"N",1,NA,NA,NA,NA,NA
8029,2008,1,5,6,713,705,851,825,"WN",2554,"N394SW",98,80,82,26,8,"RNO","LAX",390,8,8,0,"N",0,0,8,18,0,0
6908980,2008,12,6,6,1306,1245,1658,1645,"AA",730,"N463AA",172,180,155,13,21,"ORD","FLL",1182,5,12,0,"N",0,NA,NA,NA,NA,NA
3542475,2008,6,9,1,726,715,947,923,"B6",931,"N197JB",261,248,242,24,11,"ORD","LGB",1735,5,14,0,"N",0,11,0,13,0,0
6819402,2008,12,21,7,1059,1040,1211,1155,"MQ",3338,"N681MQ",72,75,55,16,19,"XNA","DFW",281,9,8,0,"N",0,3,0,0,0,13
3962085,2008,7,7,1,1050,1028,1218,1152,"F9",154,"N929FR",88,84,67,26,22,"JAC","DEN",406,8,13,0,"N",0,5,0,21,0,0
4267290,2008,8,13,3,2039,1840,2307,2105,"WN",1638,"N780SW",328,325,311,122,119,"BWI","SAN",2295,5,12,0,"N",0,0,0,122,0,0
5482696,2008,10,27,1,910,859,1112,1117,"XE",2370,"N12201",182,198,141,-5,11,"EWR","MSP",1008,5,36,0,"N",0,NA,NA,NA,NA,NA
2997035,2008,6,3,2,1003,955,1120,1115,"WN",1596,"N263WN",77,80,66,5,8,"LAS","SJC",386,2,9,0,"N",0,NA,NA,NA,NA,NA
1526505,2008,3,5,3,1900,1845,2122,2100,"F9",709,"N944FR",262,255,241,22,15,"RSW","DEN",1606,8,13,0,"N",0,2,0,20,0,0
5402400,2008,10,8,3,1801,1750,1911,1905,"WN",386,"N219WN",70,75,61,6,11,"OAK","ONT",361,3,6,0,"N",0,NA,NA,NA,NA,NA
5058238,2008,9,16,2,1601,1547,1705,1709,"UA",723,"N468UA",184,202,166,-4,14,"PIT","DEN",1290,9,9,0,"N",0,NA,NA,NA,NA,NA
3927473,2008,7,27,7,1328,1312,1530,1508,"DL",74,"N942DL",122,116,86,22,16,"MIA","ATL",595,16,20,0,"N",0,16,0,6,0,0
2205559,2008,4,30,3,1335,1300,1515,1450,"MQ",4868,"N731BE",100,110,77,25,35,"DTW","LGA",501,10,13,0,"N",0,0,0,4,0,21
1049814,2008,2,15,5,2138,2125,2303,2258,"9E",5852,"89869E",85,93,64,5,13,"DTW","ROA",382,3,18,0,"N",0,NA,NA,NA,NA,NA
4739361,2008,8,12,2,1606,1540,1831,1810,"AA",1267,"N5CVAA",145,150,131,21,26,"MIA","SJU",1045,5,9,0,"N",0,0,11,0,0,10
3121891,2008,6,25,3,1415,1355,1619,1623,"XE",2925,"N11548",124,148,101,-4,20,"EWR","SDF",642,6,17,0,"N",0,NA,NA,NA,NA,NA
151059,2008,1,31,4,2010,1410,2342,1711,"YV",7132,"N509MJ",152,121,104,391,360,"ORD","ORF",717,3,45,0,"N",0,391,0,0,0,0
3991922,2008,7,29,2,1959,1817,2254,2054,"FL",794,"N920AT",115,97,88,120,102,"STL","ATL",483,8,19,0,"N",0,0,0,120,0,0
2230085,2008,4,2,3,1701,1633,1918,1840,"NW",1253,"N924RW",197,187,153,38,28,"EWR","MEM",946,5,39,0,"N",0,0,0,10,0,28
3837470,2008,7,27,7,1524,1238,1803,1455,"UA",209,"N551UA",339,317,319,188,166,"IAD","LAX",2288,7,13,0,"N",0,166,0,22,0,0
523403,2008,1,8,2,739,645,1329,1250,"AA",2073,"N5DAAA",230,245,211,39,54,"SNA","ORD",1726,6,13,0,"N",0,0,0,39,0,0
1628507,2008,3,17,1,1002,908,1026,923,"NW",1415,"N916RW",84,75,48,63,54,"DTW","MDW",229,6,30,0,"N",0,54,0,9,0,0
1532246,2008,3,28,5,1802,1750,1953,1928,"F9",167,"N806FR",171,158,147,25,12,"DEN","SJC",948,6,18,0,"N",0,0,0,14,0,11
3577483,2008,6,17,2,2304,2252,2351,2342,"CO",1561,"N37420",47,50,25,9,12,"IAH","AUS",140,6,16,0,"N",0,NA,NA,NA,NA,NA
2587984,2008,5,20,2,2022,1935,2053,2000,"OO",6535,"N915SW",91,85,67,53,47,"LNK","DEN",423,17,7,0,"N",0,47,0,6,0,0
1760162,2008,3,25,2,2122,2100,134,112,"CO",1432,"N16310",192,192,171,22,22,"IAH","LGA",1416,6,15,0,"N",0,22,0,0,0,0
3054694,2008,6,20,5,1615,1555,1727,1715,"WN",1655,"N777QC",72,80,63,12,20,"LAX","TUS",451,3,6,0,"N",0,NA,NA,NA,NA,NA
3142599,2008,6,24,2,1845,1813,1943,1929,"YV",7225,"N77195",58,76,34,14,32,"IAD","ORF",157,11,13,0,"N",0,NA,NA,NA,NA,NA
5856128,2008,10,30,4,1538,1450,1822,1745,"AA",1530,"N616AA",164,175,146,37,48,"MIA","LGA",1097,4,14,0,"N",0,37,0,0,0,0
6235776,2008,11,16,7,1452,1443,1700,1655,"EV",5310,"N758EV",128,132,100,5,9,"ATL","SYR",793,6,22,0,"N",0,NA,NA,NA,NA,NA
1666574,2008,3,15,6,1641,1625,1905,1900,"AA",425,"N598AA",264,275,240,5,16,"ORD","SEA",1721,8,16,0,"N",0,NA,NA,NA,NA,NA
3556887,2008,6,29,7,2136,2049,42,2357,"CO",1610,"N76503",126,128,102,45,47,"IAH","TPA",787,7,17,0,"N",0,0,45,0,0,0
2165495,2008,4,19,6,1314,1255,1409,1343,"MQ",3043,"N301AE",55,48,26,26,19,"LAX","SBA",89,6,23,0,"N",0,0,0,7,0,19
3357486,2008,6,13,5,1314,1219,1604,1511,"FL",598,"N993AT",170,172,153,53,55,"SWF","TPA",1048,5,12,0,"N",0,0,0,0,0,53
5112320,2008,9,2,2,712,625,840,800,"WN",1287,"N448WN",88,95,76,40,47,"IND","BWI",515,2,10,0,"N",0,40,0,0,0,0
4471143,2008,8,9,6,2305,2238,42,17,"UA",522,"N854UA",97,99,76,25,27,"SFO","PDX",550,3,18,0,"N",0,25,0,0,0,0
1511344,2008,3,8,6,1708,1614,1741,1705,"EV",4484,"N724EV",93,111,74,36,54,"ATL","STL",483,3,16,0,"N",0,29,7,0,0,0
5359415,2008,9,26,5,1046,1040,1824,1808,"CO",556,"N73299",278,268,258,16,6,"LAX","CLE",2053,6,14,0,"N",0,6,0,10,0,0
6525902,2008,12,22,1,1320,1300,1630,1625,"WN",816,"N497WN",130,145,117,5,20,"DEN","BNA",1013,5,8,0,"N",0,NA,NA,NA,NA,NA
1846124,2008,4,19,6,2158,2150,2338,2330,"WN",3201,"N614SW",160,160,150,8,8,"TPA","MDW",997,4,6,0,"N",0,NA,NA,NA,NA,NA
2586173,2008,5,19,1,1459,1451,1821,1812,"OO",6139,"N964SW",142,141,122,9,8,"SFO","ABQ",896,3,17,0,"N",0,NA,NA,NA,NA,NA
5474937,2008,10,30,4,1323,1315,1555,1420,"WN",880,"N769SW",NA,65,NA,NA,8,"PHX","SAN",304,8,8,0,"N",1,NA,NA,NA,NA,NA
6847024,2008,12,24,3,36,2230,131,2335,"MQ",4609,"N836MQ",55,65,34,116,126,"JFK","BOS",187,5,16,0,"N",0,13,0,0,0,103
4727889,2008,8,20,3,1343,1320,1650,1625,"AA",749,"N3BPAA",187,185,161,25,23,"LGA","MIA",1097,9,17,0,"N",0,23,0,2,0,0
6125420,2008,11,8,6,1450,1430,1638,1630,"OO",6633,"N944SW",108,120,93,8,20,"DEN","TUS",639,4,11,0,"N",0,NA,NA,NA,NA,NA
3350091,2008,6,4,3,2343,1900,144,2104,"FL",489,"N966AT",181,184,161,280,283,"BWI","DFW",1217,8,12,0,"N",0,280,0,0,0,0
757508,2008,2,17,7,2118,1915,2318,2056,"OH",5302,"N814CA",120,101,99,142,123,"CMH","ATL",446,13,8,0,"N",0,0,0,142,0,0
6596829,2008,12,26,5,659,611,1006,716,"YV",7278,"N37208",187,65,69,170,48,"CWA","ORD",213,50,68,0,"N",0,0,0,170,0,0
1246339,2008,3,24,1,1847,1835,2044,2045,"WN",2786,"N351SW",57,70,45,-1,12,"MDW","DTW",229,4,8,0,"N",0,NA,NA,NA,NA,NA
1971493,2008,4,23,3,25,2255,119,2358,"OO",5496,"N299SW",54,63,39,81,90,"SFO","SBP",191,2,13,0,"N",0,81,0,0,0,0
1145639,2008,2,8,5,1736,1725,2050,2011,"CO",667,"N77865",314,286,294,39,11,"IAH","SEA",1874,6,14,0,"N",0,11,0,28,0,0
2601416,2008,5,29,4,1449,1443,1553,1545,"OO",5749,"N227SW",64,62,52,8,6,"MFR","PDX",222,1,11,0,"N",0,NA,NA,NA,NA,NA
3993525,2008,7,22,2,900,840,1123,1110,"HA",1,"N589HA",323,330,305,13,20,"LAX","HNL",2556,5,13,0,"N",0,NA,NA,NA,NA,NA
5774808,2008,10,13,1,2105,1959,2214,2125,"MQ",4793,"N705MQ",69,86,37,49,66,"LGA","DCA",214,2,30,0,"N",0,0,0,0,0,49
4224040,2008,7,13,7,607,600,803,815,"DL",833,"N3761R",116,135,96,-12,7,"EWR","ATL",745,8,12,0,"N",0,NA,NA,NA,NA,NA
6396546,2008,11,4,2,1540,1530,1841,1840,"AA",2222,"N423AA",121,130,100,1,10,"DFW","ATL",732,11,10,0,"N",0,NA,NA,NA,NA,NA
